ID,duration,wav,spk_id,wrd,micsetup,gender,control,session
45,2100.0,TORGO/MC01/Session2/wav_arrayMic/0152.wav,MC01,sicker,array,M,True,Session2
46,1500.0,TORGO/MC01/Session2/wav_arrayMic/0354.wav,MC01,three,array,M,True,Session2
47,1650.0,TORGO/MC01/Session2/wav_arrayMic/0274.wav,MC01,fork,array,M,True,Session2
48,1650.0,TORGO/MC01/Session2/wav_arrayMic/0248.wav,MC01,rake,array,M,True,Session2
49,4200.0,TORGO/MC01/Session2/wav_arrayMic/0312.wav,MC01,there is definitely some ligament damage in his knee,array,M,True,Session2
50,1800.0,TORGO/MC01/Session2/wav_arrayMic/0007.wav,MC01,city,array,M,True,Session2
51,4050.0,TORGO/MC01/Session2/wav_arrayMic/0024.wav,MC01,carl lives in a lively home,array,M,True,Session2
52,2700.0,TORGO/MC01/Session2/wav_arrayMic/0051.wav,MC01,hitting,array,M,True,Session2
53,2100.0,TORGO/MC01/Session2/wav_arrayMic/0216.wav,MC01,weep,array,M,True,Session2
54,3150.0,TORGO/MC01/Session2/wav_arrayMic/0111.wav,MC01,please open the window quickly,array,M,True,Session2
55,2100.0,TORGO/MC01/Session2/wav_arrayMic/0338.wav,MC01,feet,array,M,True,Session2
56,2100.0,TORGO/MC01/Session2/wav_arrayMic/0131.wav,MC01,sit,array,M,True,Session2
57,2400.0,TORGO/MC01/Session2/wav_arrayMic/0043.wav,MC01,brawn,array,M,True,Session2
58,1950.0,TORGO/MC01/Session2/wav_arrayMic/0160.wav,MC01,walk,array,M,True,Session2
59,1350.0,TORGO/MC01/Session2/wav_arrayMic/0004.wav,MC01,hark,array,M,True,Session2
60,5100.0,TORGO/MC01/Session2/wav_arrayMic/0305.wav,MC01,only the most accomplished artists obtain popularity,array,M,True,Session2
61,2850.0,TORGO/MC01/Session2/wav_arrayMic/0344.wav,MC01,they will take a wedding trip later,array,M,True,Session2
62,3450.0,TORGO/MC01/Session2/wav_arrayMic/0172.wav,MC01,ive kept it with me ever since,array,M,True,Session2
63,1650.0,TORGO/MC01/Session2/wav_arrayMic/0013.wav,MC01,league,array,M,True,Session2
64,1650.0,TORGO/MC01/Session2/wav_arrayMic/0003.wav,MC01,him,array,M,True,Session2
65,2100.0,TORGO/MC01/Session2/wav_arrayMic/0092.wav,MC01,shoot,array,M,True,Session2
66,1800.0,TORGO/MC01/Session2/wav_arrayMic/0202.wav,MC01,sort,array,M,True,Session2
67,1950.0,TORGO/MC01/Session2/wav_arrayMic/0260.wav,MC01,gas,array,M,True,Session2
68,4350.0,TORGO/MC01/Session2/wav_arrayMic/0237.wav,MC01,trespassers can be prosecuted and fined,array,M,True,Session2
69,2850.0,TORGO/MC01/Session2/wav_arrayMic/0169.wav,MC01,hand,array,M,True,Session2
70,3750.0,TORGO/MC01/Session2/wav_arrayMic/0266.wav,MC01,there was only one decision to be made,array,M,True,Session2
71,2250.0,TORGO/MC01/Session2/wav_arrayMic/0226.wav,MC01,dug,array,M,True,Session2
72,3450.0,TORGO/MC01/Session2/wav_arrayMic/0357.wav,MC01,mom strongly dislikes appetizers,array,M,True,Session2
73,1200.0,TORGO/MC01/Session2/wav_arrayMic/0135.wav,MC01,glitter,array,M,True,Session2
74,2100.0,TORGO/MC01/Session2/wav_arrayMic/0316.wav,MC01,red,array,M,True,Session2
75,1650.0,TORGO/MC01/Session2/wav_arrayMic/0342.wav,MC01,seven,array,M,True,Session2
76,4800.0,TORGO/MC01/Session2/wav_arrayMic/0006.wav,MC01,night after night they received annoying phone calls,array,M,True,Session2
77,2400.0,TORGO/MC01/Session2/wav_arrayMic/0119.wav,MC01,dread,array,M,True,Session2
78,2100.0,TORGO/MC01/Session2/wav_arrayMic/0023.wav,MC01,pretty,array,M,True,Session2
79,1950.0,TORGO/MC01/Session2/wav_arrayMic/0315.wav,MC01,read,array,M,True,Session2
80,1650.0,TORGO/MC01/Session2/wav_arrayMic/0105.wav,MC01,wit,array,M,True,Session2
81,1950.0,TORGO/MC01/Session2/wav_arrayMic/0254.wav,MC01,coat,array,M,True,Session2
82,2100.0,TORGO/MC01/Session2/wav_arrayMic/0061.wav,MC01,yes,array,M,True,Session2
83,2100.0,TORGO/MC01/Session2/wav_arrayMic/0225.wav,MC01,forward,array,M,True,Session2
84,2100.0,TORGO/MC01/Session2/wav_arrayMic/0186.wav,MC01,heat,array,M,True,Session2
85,3750.0,TORGO/MC01/Session2/wav_arrayMic/0066.wav,MC01,this is a good place though small,array,M,True,Session2
86,2100.0,TORGO/MC01/Session2/wav_arrayMic/0240.wav,MC01,air,array,M,True,Session2
87,1950.0,TORGO/MC01/Session2/wav_arrayMic/0158.wav,MC01,flicker,array,M,True,Session2
88,4650.0,TORGO/MC01/Session2/wav_arrayMic/0243.wav,MC01,in fact our whole defensive unit did a good job,array,M,True,Session2
89,2100.0,TORGO/MC01/Session2/wav_arrayMic/0164.wav,MC01,liquor,array,M,True,Session2
90,1950.0,TORGO/MC01/Session2/wav_arrayMic/0093.wav,MC01,ship,array,M,True,Session2
91,4350.0,TORGO/MC01/Session2/wav_arrayMic/0086.wav,MC01,its fun to roast marshmallows on a gas burner,array,M,True,Session2
92,1950.0,TORGO/MC01/Session2/wav_arrayMic/0290.wav,MC01,bill,array,M,True,Session2
93,1800.0,TORGO/MC01/Session2/wav_arrayMic/0327.wav,MC01,member,array,M,True,Session2
94,2400.0,TORGO/MC01/Session2/wav_arrayMic/0340.wav,MC01,geese,array,M,True,Session2
95,1500.0,TORGO/MC01/Session2/wav_arrayMic/0031.wav,MC01,five,array,M,True,Session2
96,3000.0,TORGO/MC01/Session2/wav_arrayMic/0112.wav,MC01,he took me out one day,array,M,True,Session2
97,2400.0,TORGO/MC01/Session2/wav_arrayMic/0085.wav,MC01,ham,array,M,True,Session2
98,1800.0,TORGO/MC01/Session2/wav_arrayMic/0330.wav,MC01,zero,array,M,True,Session2
99,1800.0,TORGO/MC01/Session2/wav_arrayMic/0304.wav,MC01,cash,array,M,True,Session2
100,3750.0,TORGO/MC01/Session2/wav_arrayMic/0313.wav,MC01,dont do charlies dirty dishes,array,M,True,Session2
101,2100.0,TORGO/MC01/Session2/wav_arrayMic/0283.wav,MC01,snort,array,M,True,Session2
102,3600.0,TORGO/MC01/Session2/wav_arrayMic/0285.wav,MC01,thats what life is really all about,array,M,True,Session2
103,2250.0,TORGO/MC01/Session2/wav_arrayMic/0153.wav,MC01,knot,array,M,True,Session2
104,2250.0,TORGO/MC01/Session2/wav_arrayMic/0337.wav,MC01,eight,array,M,True,Session2
106,3900.0,TORGO/MC01/Session2/wav_arrayMic/0265.wav,MC01,critical equipment needs proper maintenance,array,M,True,Session2
107,3600.0,TORGO/MC01/Session2/wav_arrayMic/0014.wav,MC01,we rode horseback to the farm,array,M,True,Session2
108,2400.0,TORGO/MC01/Session2/wav_arrayMic/0125.wav,MC01,lock,array,M,True,Session2
109,3750.0,TORGO/MC01/Session2/wav_arrayMic/0091.wav,MC01,help greg to pick a peck of potatoes,array,M,True,Session2
110,1650.0,TORGO/MC01/Session2/wav_arrayMic/0048.wav,MC01,kitten,array,M,True,Session2
112,3300.0,TORGO/MC01/Session2/wav_arrayMic/0039.wav,MC01,this is a period of transition for me,array,M,True,Session2
113,2400.0,TORGO/MC01/Session2/wav_arrayMic/0235.wav,MC01,cheer,array,M,True,Session2
114,4350.0,TORGO/MC01/Session2/wav_arrayMic/0025.wav,MC01,this is not a program of socialized medicine,array,M,True,Session2
115,2250.0,TORGO/MC01/Session2/wav_arrayMic/0146.wav,MC01,him,array,M,True,Session2
116,2250.0,TORGO/MC01/Session2/wav_arrayMic/0084.wav,MC01,nod,array,M,True,Session2
117,2250.0,TORGO/MC01/Session2/wav_arrayMic/0011.wav,MC01,bit,array,M,True,Session2
118,3150.0,TORGO/MC01/Session2/wav_arrayMic/0096.wav,MC01,only lawyers love millionaires,array,M,True,Session2
119,1950.0,TORGO/MC01/Session2/wav_arrayMic/0267.wav,MC01,side,array,M,True,Session2
120,3450.0,TORGO/MC01/Session2/wav_arrayMic/0236.wav,MC01,the fish swam across the pond,array,M,True,Session2
121,2250.0,TORGO/MC01/Session2/wav_arrayMic/0218.wav,MC01,dread,array,M,True,Session2
122,3450.0,TORGO/MC01/Session2/wav_arrayMic/0261.wav,MC01,suddenly my reflexes are gone,array,M,True,Session2
123,1500.0,TORGO/MC01/Session2/wav_arrayMic/0002.wav,MC01,much,array,M,True,Session2
124,1950.0,TORGO/MC01/Session2/wav_arrayMic/0271.wav,MC01,write,array,M,True,Session2
125,1500.0,TORGO/MC01/Session2/wav_arrayMic/0138.wav,MC01,bread,array,M,True,Session2
126,2100.0,TORGO/MC01/Session2/wav_arrayMic/0168.wav,MC01,yankee,array,M,True,Session2
127,1950.0,TORGO/MC01/Session2/wav_arrayMic/0318.wav,MC01,goat,array,M,True,Session2
128,2100.0,TORGO/MC01/Session2/wav_arrayMic/0320.wav,MC01,back,array,M,True,Session2
129,2250.0,TORGO/MC01/Session2/wav_arrayMic/0203.wav,MC01,shin,array,M,True,Session2
130,1800.0,TORGO/MC01/Session2/wav_arrayMic/0233.wav,MC01,yes,array,M,True,Session2
131,2100.0,TORGO/MC01/Session2/wav_arrayMic/0087.wav,MC01,dress,array,M,True,Session2
132,3900.0,TORGO/MC01/Session2/wav_arrayMic/0030.wav,MC01,both injuries were to the same leg,array,M,True,Session2
133,1950.0,TORGO/MC01/Session2/wav_arrayMic/0297.wav,MC01,cork,array,M,True,Session2
134,2250.0,TORGO/MC01/Session2/wav_arrayMic/0029.wav,MC01,part,array,M,True,Session2
135,1350.0,TORGO/MC01/Session2/wav_arrayMic/0147.wav,MC01,said,array,M,True,Session2
136,2400.0,TORGO/MC01/Session2/wav_arrayMic/0239.wav,MC01,ship,array,M,True,Session2
137,3300.0,TORGO/MC01/Session2/wav_arrayMic/0081.wav,MC01,the hotel owner shrugged,array,M,True,Session2
138,2100.0,TORGO/MC01/Session2/wav_arrayMic/0227.wav,MC01,see,array,M,True,Session2
139,1200.0,TORGO/MC01/Session2/wav_arrayMic/0032.wav,MC01,fitting,array,M,True,Session2
141,2250.0,TORGO/MC01/Session2/wav_arrayMic/0207.wav,MC01,rake,array,M,True,Session2
142,4050.0,TORGO/MC01/Session2/wav_arrayMic/0038.wav,MC01,this is a period of transition for me,array,M,True,Session2
143,2400.0,TORGO/MC01/Session2/wav_arrayMic/0182.wav,MC01,bill,array,M,True,Session2
144,1500.0,TORGO/MC01/Session2/wav_arrayMic/0245.wav,MC01,old,array,M,True,Session2
145,3450.0,TORGO/MC01/Session2/wav_arrayMic/0151.wav,MC01,he is definitely a notch above us,array,M,True,Session2
146,3000.0,TORGO/MC01/Session2/wav_arrayMic/0088.wav,MC01,you can ride stagecoach,array,M,True,Session2
147,1650.0,TORGO/MC01/Session2/wav_arrayMic/0329.wav,MC01,four,array,M,True,Session2
148,3150.0,TORGO/MC01/Session2/wav_arrayMic/0324.wav,MC01,i loved every minute of it,array,M,True,Session2
149,2550.0,TORGO/MC01/Session2/wav_arrayMic/0069.wav,MC01,uniform,array,M,True,Session2
150,2100.0,TORGO/MC01/Session2/wav_arrayMic/0325.wav,MC01,we have a big house,array,M,True,Session2
151,1650.0,TORGO/MC01/Session2/wav_arrayMic/0326.wav,MC01,six,array,M,True,Session2
152,2400.0,TORGO/MC01/Session2/wav_arrayMic/0242.wav,MC01,shoot,array,M,True,Session2
153,3900.0,TORGO/MC01/Session2/wav_arrayMic/0167.wav,MC01,we bought a brown chair,array,M,True,Session2
154,1800.0,TORGO/MC01/Session2/wav_arrayMic/0198.wav,MC01,bend,array,M,True,Session2
155,2400.0,TORGO/MC01/Session2/wav_arrayMic/0177.wav,MC01,said,array,M,True,Session2
156,1800.0,TORGO/MC01/Session2/wav_arrayMic/0036.wav,MC01,bloat,array,M,True,Session2
157,1950.0,TORGO/MC01/Session2/wav_arrayMic/0332.wav,MC01,sender,array,M,True,Session2
158,1500.0,TORGO/MC01/Session2/wav_arrayMic/0306.wav,MC01,court,array,M,True,Session2
159,3750.0,TORGO/MC01/Session2/wav_arrayMic/0295.wav,MC01,help celebrate your brothers success,array,M,True,Session2
160,2250.0,TORGO/MC01/Session2/wav_arrayMic/0037.wav,MC01,golf,array,M,True,Session2
161,4050.0,TORGO/MC01/Session2/wav_arrayMic/0054.wav,MC01,most young rise early every morning,array,M,True,Session2
162,2100.0,TORGO/MC01/Session2/wav_arrayMic/0206.wav,MC01,eat,array,M,True,Session2
163,1950.0,TORGO/MC01/Session2/wav_arrayMic/0272.wav,MC01,show,array,M,True,Session2
164,1650.0,TORGO/MC01/Session2/wav_arrayMic/0005.wav,MC01,sitting,array,M,True,Session2
165,1800.0,TORGO/MC01/Session2/wav_arrayMic/0064.wav,MC01,quicker,array,M,True,Session2
166,2250.0,TORGO/MC01/Session2/wav_arrayMic/0204.wav,MC01,bill,array,M,True,Session2
167,2400.0,TORGO/MC01/Session2/wav_arrayMic/0044.wav,MC01,lair,array,M,True,Session2
168,1800.0,TORGO/MC01/Session2/wav_arrayMic/0130.wav,MC01,sin,array,M,True,Session2
169,1800.0,TORGO/MC01/Session2/wav_arrayMic/0284.wav,MC01,chop,array,M,True,Session2
170,2250.0,TORGO/MC01/Session2/wav_arrayMic/0221.wav,MC01,meat,array,M,True,Session2
171,2250.0,TORGO/MC01/Session2/wav_arrayMic/0269.wav,MC01,reap,array,M,True,Session2
172,1800.0,TORGO/MC01/Session2/wav_arrayMic/0252.wav,MC01,gill,array,M,True,Session2
173,1950.0,TORGO/MC01/Session2/wav_arrayMic/0273.wav,MC01,catch,array,M,True,Session2
174,1800.0,TORGO/MC01/Session2/wav_arrayMic/0291.wav,MC01,rip,array,M,True,Session2
175,3000.0,TORGO/MC01/Session2/wav_arrayMic/0352.wav,MC01,gold can be found anywhere,array,M,True,Session2
176,1950.0,TORGO/MC01/Session2/wav_arrayMic/0335.wav,MC01,five,array,M,True,Session2
178,1950.0,TORGO/MC01/Session2/wav_arrayMic/0213.wav,MC01,sheep,array,M,True,Session2
179,3150.0,TORGO/MC01/Session2/wav_arrayMic/0018.wav,MC01,there is a treehouse up above,array,M,True,Session2
180,5400.0,TORGO/MC01/Session2/wav_arrayMic/0256.wav,MC01,etiquette mandates compliance with existing regulations,array,M,True,Session2
181,1350.0,TORGO/MC01/Session2/wav_arrayMic/0361.wav,MC01,one,array,M,True,Session2
182,1950.0,TORGO/MC01/Session2/wav_arrayMic/0166.wav,MC01,rock,array,M,True,Session2
183,2100.0,TORGO/MC01/Session2/wav_arrayMic/0101.wav,MC01,two,array,M,True,Session2
184,1650.0,TORGO/MC01/Session2/wav_arrayMic/0019.wav,MC01,november,array,M,True,Session2
185,1500.0,TORGO/MC01/Session2/wav_arrayMic/0356.wav,MC01,renter,array,M,True,Session2
186,3150.0,TORGO/MC01/Session2/wav_arrayMic/0179.wav,MC01,do they make any money,array,M,True,Session2
187,2700.0,TORGO/MC01/Session2/wav_arrayMic/0083.wav,MC01,sand,array,M,True,Session2
188,2100.0,TORGO/MC01/Session2/wav_arrayMic/0258.wav,MC01,foe,array,M,True,Session2
189,2100.0,TORGO/MC01/Session2/wav_arrayMic/0211.wav,MC01,sketch,array,M,True,Session2
190,1800.0,TORGO/MC01/Session2/wav_arrayMic/0288.wav,MC01,cake,array,M,True,Session2
191,1800.0,TORGO/MC01/Session2/wav_arrayMic/0090.wav,MC01,rest,array,M,True,Session2
192,2550.0,TORGO/MC01/Session2/wav_arrayMic/0070.wav,MC01,shell,array,M,True,Session2
193,1650.0,TORGO/MC01/Session2/wav_arrayMic/0230.wav,MC01,hold,array,M,True,Session2
194,2100.0,TORGO/MC01/Session2/wav_arrayMic/0095.wav,MC01,whisky,array,M,True,Session2
195,2550.0,TORGO/MC01/Session2/wav_arrayMic/0196.wav,MC01,sport,array,M,True,Session2
196,3300.0,TORGO/MC01/Session2/wav_arrayMic/0193.wav,MC01,i think im full of this stuff,array,M,True,Session2
197,4800.0,TORGO/MC01/Session2/wav_arrayMic/0173.wav,MC01,stimulating discussions keep students attention,array,M,True,Session2
198,1950.0,TORGO/MC01/Session2/wav_arrayMic/0257.wav,MC01,goose,array,M,True,Session2
199,2400.0,TORGO/MC01/Session2/wav_arrayMic/0178.wav,MC01,rid,array,M,True,Session2
200,2100.0,TORGO/MC01/Session2/wav_arrayMic/0046.wav,MC01,sign,array,M,True,Session2
201,1950.0,TORGO/MC01/Session2/wav_arrayMic/0328.wav,MC01,knife,array,M,True,Session2
202,3900.0,TORGO/MC01/Session2/wav_arrayMic/0333.wav,MC01,a fire in straw makes a quick blaze,array,M,True,Session2
203,1950.0,TORGO/MC01/Session2/wav_arrayMic/0035.wav,MC01,seed,array,M,True,Session2
204,4200.0,TORGO/MC01/Session2/wav_arrayMic/0157.wav,MC01,nobody really expects to evacuate,array,M,True,Session2
205,1800.0,TORGO/MC01/Session2/wav_arrayMic/0150.wav,MC01,nice,array,M,True,Session2
206,2250.0,TORGO/MC01/Session2/wav_arrayMic/0042.wav,MC01,fat,array,M,True,Session2
207,4650.0,TORGO/MC01/Session2/wav_arrayMic/0241.wav,MC01,he played basketball there while working toward a law degree,array,M,True,Session2
208,2250.0,TORGO/MC01/Session2/wav_arrayMic/0278.wav,MC01,meats,array,M,True,Session2
209,2100.0,TORGO/MC01/Session2/wav_arrayMic/0185.wav,MC01,blend,array,M,True,Session2
210,1800.0,TORGO/MC01/Session2/wav_arrayMic/0012.wav,MC01,side,array,M,True,Session2
211,4200.0,TORGO/MC01/Session2/wav_arrayMic/0067.wav,MC01,travel is about the only leisure we have,array,M,True,Session2
212,1800.0,TORGO/MC01/Session2/wav_arrayMic/0228.wav,MC01,menu,array,M,True,Session2
213,4500.0,TORGO/MC01/Session2/wav_arrayMic/0359.wav,MC01,grandmother outgrew her upbringing in petticoats,array,M,True,Session2
214,2250.0,TORGO/MC01/Session2/wav_arrayMic/0251.wav,MC01,no,array,M,True,Session2
215,2250.0,TORGO/MC01/Session2/wav_arrayMic/0065.wav,MC01,sip,array,M,True,Session2
216,4350.0,TORGO/MC01/Session2/wav_arrayMic/0192.wav,MC01,a quick touchdown resulted,array,M,True,Session2
217,2100.0,TORGO/MC01/Session2/wav_arrayMic/0282.wav,MC01,port,array,M,True,Session2
218,1950.0,TORGO/MC01/Session2/wav_arrayMic/0294.wav,MC01,shop,array,M,True,Session2
220,2400.0,TORGO/MC01/Session2/wav_arrayMic/0133.wav,MC01,ned,array,M,True,Session2
221,2100.0,TORGO/MC01/Session2/wav_arrayMic/0268.wav,MC01,sheet,array,M,True,Session2
222,3900.0,TORGO/MC01/Session2/wav_arrayMic/0336.wav,MC01,she suggested we all have dinner together,array,M,True,Session2
223,2400.0,TORGO/MC01/Session2/wav_arrayMic/0055.wav,MC01,bed,array,M,True,Session2
224,2250.0,TORGO/MC01/Session2/wav_arrayMic/0189.wav,MC01,leak,array,M,True,Session2
225,1950.0,TORGO/MC01/Session2/wav_arrayMic/0100.wav,MC01,red,array,M,True,Session2
226,2250.0,TORGO/MC01/Session2/wav_arrayMic/0331.wav,MC01,forks,array,M,True,Session2
227,1950.0,TORGO/MC01/Session2/wav_arrayMic/0183.wav,MC01,ray,array,M,True,Session2
228,2100.0,TORGO/MC01/Session2/wav_arrayMic/0191.wav,MC01,thread,array,M,True,Session2
229,2400.0,TORGO/MC01/Session2/wav_arrayMic/0068.wav,MC01,sierra,array,M,True,Session2
230,2100.0,TORGO/MC01/Session2/wav_arrayMic/0231.wav,MC01,cakes,array,M,True,Session2
231,1950.0,TORGO/MC01/Session2/wav_arrayMic/0102.wav,MC01,bitter,array,M,True,Session2
232,1800.0,TORGO/MC01/Session2/wav_arrayMic/0262.wav,MC01,shred,array,M,True,Session2
233,1650.0,TORGO/MC01/Session2/wav_arrayMic/0089.wav,MC01,rock,array,M,True,Session2
234,1950.0,TORGO/MC01/Session2/wav_arrayMic/0264.wav,MC01,three,array,M,True,Session2
235,2100.0,TORGO/MC01/Session2/wav_arrayMic/0214.wav,MC01,tear ,array,M,True,Session2
236,1800.0,TORGO/MC01/Session2/wav_arrayMic/0047.wav,MC01,shy,array,M,True,Session2
237,1950.0,TORGO/MC01/Session2/wav_arrayMic/0299.wav,MC01,threat,array,M,True,Session2
238,1950.0,TORGO/MC01/Session2/wav_arrayMic/0129.wav,MC01,victor,array,M,True,Session2
239,2400.0,TORGO/MC01/Session2/wav_arrayMic/0126.wav,MC01,sheet,array,M,True,Session2
240,2100.0,TORGO/MC01/Session2/wav_arrayMic/0028.wav,MC01,quebec,array,M,True,Session2
241,3600.0,TORGO/MC01/Session2/wav_arrayMic/0118.wav,MC01,a good attitude is unbeatable,array,M,True,Session2
242,6000.0,TORGO/MC01/Session2/wav_arrayMic/0128.wav,MC01,the prospect of cutting back spending is an unpleasant one for any governor,array,M,True,Session2
243,1800.0,TORGO/MC01/Session2/wav_arrayMic/0053.wav,MC01,left,array,M,True,Session2
244,3750.0,TORGO/MC01/Session2/wav_arrayMic/0075.wav,MC01,some hotels are available nearby,array,M,True,Session2
245,4050.0,TORGO/MC01/Session2/wav_arrayMic/0308.wav,MC01,some prefer the traditional steel kind,array,M,True,Session2
246,1950.0,TORGO/MC01/Session2/wav_arrayMic/0174.wav,MC01,muck,array,M,True,Session2
247,1800.0,TORGO/MC01/Session2/wav_arrayMic/0113.wav,MC01,no,array,M,True,Session2
248,4800.0,TORGO/MC01/Session2/wav_arrayMic/0137.wav,MC01,people who value themselves are lifes winners,array,M,True,Session2
249,2550.0,TORGO/MC01/Session2/wav_arrayMic/0140.wav,MC01,sin,array,M,True,Session2
250,3750.0,TORGO/MC01/Session2/wav_arrayMic/0077.wav,MC01,being able to dance can help too,array,M,True,Session2
251,3750.0,TORGO/MC01/Session2/wav_arrayMic/0360.wav,MC01,the golfing fathers ruled in his favor,array,M,True,Session2
252,2250.0,TORGO/MC01/Session2/wav_arrayMic/0134.wav,MC01,litter,array,M,True,Session2
253,1950.0,TORGO/MC01/Session2/wav_arrayMic/0301.wav,MC01,lip,array,M,True,Session2
254,3900.0,TORGO/MC01/Session2/wav_arrayMic/0034.wav,MC01,the misguided souls have lost their way,array,M,True,Session2
255,1950.0,TORGO/MC01/Session2/wav_arrayMic/0334.wav,MC01,timber,array,M,True,Session2
256,1800.0,TORGO/MC01/Session2/wav_arrayMic/0017.wav,MC01,leak,array,M,True,Session2
257,3450.0,TORGO/MC01/Session2/wav_arrayMic/0289.wav,MC01,who knows what youll discover about yourself,array,M,True,Session2
258,4200.0,TORGO/MC01/Session2/wav_arrayMic/0346.wav,MC01,catastrophic economic cutbacks neglect the poor,array,M,True,Session2
259,4350.0,TORGO/MC01/Session2/wav_arrayMic/0059.wav,MC01,the wait for work can be very long,array,M,True,Session2
260,3000.0,TORGO/MC01/Session2/wav_arrayMic/0343.wav,MC01,they will take a wedding trip together,array,M,True,Session2
