wav,spk_id,prediction,reference
TORGO/MC01/Session2/wav_arrayMic/0037.wav,MC01,golf,golf
TORGO/MC01/Session2/wav_arrayMic/0054.wav,MC01,most young rise early every morning,most young rise early every morning
TORGO/MC01/Session2/wav_arrayMic/0206.wav,MC01,eat,eat
TORGO/MC01/Session2/wav_arrayMic/0272.wav,MC01,show,show
TORGO/MC01/Session2/wav_arrayMic/0005.wav,MC01,sitting,sitting
TORGO/MC01/Session2/wav_arrayMic/0064.wav,MC01,quicker,quicker
TORGO/MC01/Session2/wav_arrayMic/0204.wav,MC01,bill,bill
TORGO/MC01/Session2/wav_arrayMic/0044.wav,MC01,lare,lair
TORGO/MC01/Session2/wav_arrayMic/0130.wav,MC01,sin,sin
TORGO/MC01/Session2/wav_arrayMic/0284.wav,MC01,sure,chop
TORGO/MC01/Session2/wav_arrayMic/0221.wav,MC01,meat,meat
TORGO/MC01/Session2/wav_arrayMic/0269.wav,MC01,reef,reap
TORGO/MC01/Session2/wav_arrayMic/0252.wav,MC01,gill,gill
TORGO/MC01/Session2/wav_arrayMic/0273.wav,MC01,catch,catch
TORGO/MC01/Session2/wav_arrayMic/0291.wav,MC01,red,rip
TORGO/MC01/Session2/wav_arrayMic/0352.wav,MC01,gold can be found anywhere,gold can be found anywhere
TORGO/MC01/Session2/wav_arrayMic/0335.wav,MC01,five,five
TORGO/MC01/Session2/wav_arrayMic/0213.wav,MC01,sheep,sheep
TORGO/MC01/Session2/wav_arrayMic/0018.wav,MC01,there is a tree house up above,there is a treehouse up above
TORGO/MC01/Session2/wav_arrayMic/0256.wav,MC01,etiquette mandates compliance with existing regulations,etiquette mandates compliance with existing regulations
TORGO/MC01/Session2/wav_arrayMic/0361.wav,MC01,one,one
TORGO/MC01/Session2/wav_arrayMic/0166.wav,MC01,rock,rock
TORGO/MC01/Session2/wav_arrayMic/0101.wav,MC01,two,two
TORGO/MC01/Session2/wav_arrayMic/0019.wav,MC01,november,november
TORGO/MC01/Session2/wav_arrayMic/0356.wav,MC01,renter,renter
TORGO/MC01/Session2/wav_arrayMic/0179.wav,MC01,do they make any money,do they make any money
TORGO/MC01/Session2/wav_arrayMic/0083.wav,MC01,sand,sand
TORGO/MC01/Session2/wav_arrayMic/0258.wav,MC01,for,foe
TORGO/MC01/Session2/wav_arrayMic/0211.wav,MC01,sketch,sketch
TORGO/MC01/Session2/wav_arrayMic/0288.wav,MC01,cake,cake
TORGO/MC01/Session2/wav_arrayMic/0090.wav,MC01,rest,rest
TORGO/MC01/Session2/wav_arrayMic/0070.wav,MC01,shell,shell
TORGO/MC01/Session2/wav_arrayMic/0230.wav,MC01,oh,hold
TORGO/MC01/Session2/wav_arrayMic/0095.wav,MC01,whiskey,whisky
TORGO/MC01/Session2/wav_arrayMic/0196.wav,MC01,sport,sport
TORGO/MC01/Session2/wav_arrayMic/0193.wav,MC01,i think i'm full of this stuff,i think i'm full of this stuff
TORGO/MC01/Session2/wav_arrayMic/0173.wav,MC01,stimulating discussions keep students attention,stimulating discussions keep students' attention
TORGO/MC01/Session2/wav_arrayMic/0257.wav,MC01,goose,goose
TORGO/MC01/Session2/wav_arrayMic/0178.wav,MC01,red,rid
TORGO/MC01/Session2/wav_arrayMic/0046.wav,MC01,fine,sign
TORGO/MC01/Session2/wav_arrayMic/0328.wav,MC01,knife,knife
TORGO/MC01/Session2/wav_arrayMic/0333.wav,MC01,a fire in straw makes a quick blaze,a fire in straw makes a quick blaze
TORGO/MC01/Session2/wav_arrayMic/0035.wav,MC01,seed,seed
TORGO/MC01/Session2/wav_arrayMic/0157.wav,MC01,nobody really expects to evacuate,nobody really expects to evacuate
TORGO/MC01/Session2/wav_arrayMic/0150.wav,MC01,nice,nice
TORGO/MC01/Session2/wav_arrayMic/0042.wav,MC01,that,fat
TORGO/MC01/Session2/wav_arrayMic/0241.wav,MC01,he played basketball there while working toward a law degree,he played basketball there while working toward a law degree
TORGO/MC01/Session2/wav_arrayMic/0278.wav,MC01,looks,meats
TORGO/MC01/Session2/wav_arrayMic/0185.wav,MC01,blend,blend
TORGO/MC01/Session2/wav_arrayMic/0012.wav,MC01,side,side
TORGO/MC01/Session2/wav_arrayMic/0067.wav,MC01,travel is about the only leisure we have,travel is about the only leisure we have
TORGO/MC01/Session2/wav_arrayMic/0228.wav,MC01,menu,menu
TORGO/MC01/Session2/wav_arrayMic/0359.wav,MC01,grandmother outgrew her upbringing petticoats,grandmother outgrew her upbringing in petticoats
TORGO/MC01/Session2/wav_arrayMic/0251.wav,MC01,no,no
TORGO/MC01/Session2/wav_arrayMic/0065.wav,MC01,sip,sip
TORGO/MC01/Session2/wav_arrayMic/0192.wav,MC01,a quick touchdown resulted,a quick touchdown resulted
TORGO/MC01/Session2/wav_arrayMic/0282.wav,MC01,port,port
TORGO/MC01/Session2/wav_arrayMic/0294.wav,MC01,sure,shop
TORGO/MC01/Session2/wav_arrayMic/0133.wav,MC01,ned,ned
TORGO/MC01/Session2/wav_arrayMic/0268.wav,MC01,sheet,sheet
TORGO/MC01/Session2/wav_arrayMic/0336.wav,MC01,she suggested we all have dinner together,she suggested we all have dinner together
TORGO/MC01/Session2/wav_arrayMic/0055.wav,MC01,bed,bed
TORGO/MC01/Session2/wav_arrayMic/0189.wav,MC01,leak,leak
TORGO/MC01/Session2/wav_arrayMic/0100.wav,MC01,red,red
TORGO/MC01/Session2/wav_arrayMic/0331.wav,MC01,forks,forks
TORGO/MC01/Session2/wav_arrayMic/0183.wav,MC01,ray,ray
TORGO/MC01/Session2/wav_arrayMic/0191.wav,MC01,red,thread
TORGO/MC01/Session2/wav_arrayMic/0068.wav,MC01,sierra,sierra
TORGO/MC01/Session2/wav_arrayMic/0231.wav,MC01,cakes,cakes
TORGO/MC01/Session2/wav_arrayMic/0102.wav,MC01,bitter,bitter
TORGO/MC01/Session2/wav_arrayMic/0262.wav,MC01,shred,shred
TORGO/MC01/Session2/wav_arrayMic/0089.wav,MC01,rock,rock
TORGO/MC01/Session2/wav_arrayMic/0264.wav,MC01,three,three
TORGO/MC01/Session2/wav_arrayMic/0214.wav,MC01,tier,tear 
TORGO/MC01/Session2/wav_arrayMic/0047.wav,MC01,shy,shy
TORGO/MC01/Session2/wav_arrayMic/0299.wav,MC01,right,threat
TORGO/MC01/Session2/wav_arrayMic/0129.wav,MC01,victor,victor
TORGO/MC01/Session2/wav_arrayMic/0126.wav,MC01,feat,sheet
TORGO/MC01/Session2/wav_arrayMic/0028.wav,MC01,quebec,quebec
TORGO/MC01/Session2/wav_arrayMic/0118.wav,MC01,a good attitude is unbeatable,a good attitude is unbeatable
TORGO/MC01/Session2/wav_arrayMic/0128.wav,MC01,the prospect of cutting back spending is an unpleasant one for any governor,the prospect of cutting back spending is an unpleasant one for any governor
TORGO/MC01/Session2/wav_arrayMic/0053.wav,MC01,waft,left
TORGO/MC01/Session2/wav_arrayMic/0075.wav,MC01,some hotels are available nearby,some hotels are available nearby
TORGO/MC01/Session2/wav_arrayMic/0308.wav,MC01,some prefer the traditional steel kind,some prefer the traditional steel kind
TORGO/MC01/Session2/wav_arrayMic/0174.wav,MC01,mark,muck
TORGO/MC01/Session2/wav_arrayMic/0113.wav,MC01,no,no
TORGO/MC01/Session2/wav_arrayMic/0137.wav,MC01,people who value themselves are life's winners,people who value themselves are life's winners
TORGO/MC01/Session2/wav_arrayMic/0140.wav,MC01,send,sin
TORGO/MC01/Session2/wav_arrayMic/0077.wav,MC01,being able to dance can help too,being able to dance can help too
TORGO/MC01/Session2/wav_arrayMic/0360.wav,MC01,the golfing fathers ruled in his favor,the golfing fathers ruled in his favor
TORGO/MC01/Session2/wav_arrayMic/0134.wav,MC01,litter,litter
TORGO/MC01/Session2/wav_arrayMic/0301.wav,MC01,lip,lip
TORGO/MC01/Session2/wav_arrayMic/0034.wav,MC01,the misguided souls have lost their way,the misguided souls have lost their way
TORGO/MC01/Session2/wav_arrayMic/0334.wav,MC01,timber,timber
TORGO/MC01/Session2/wav_arrayMic/0017.wav,MC01,week,leak
TORGO/MC01/Session2/wav_arrayMic/0289.wav,MC01,who knows what you'll discover about yourself,who knows what you'll discover about yourself
TORGO/MC01/Session2/wav_arrayMic/0346.wav,MC01,catastrophic economic cutbacks neglect the poor,catastrophic economic cutbacks neglect the poor
TORGO/MC01/Session2/wav_arrayMic/0059.wav,MC01,the wait for work can be very long,the wait for work can be very long
TORGO/MC01/Session2/wav_arrayMic/0343.wav,MC01,they will take a wedding trip together,they will take a wedding trip together
TORGO/MC01/Session2/wav_arrayMic/0163.wav,MC01,sell,sell
TORGO/MC01/Session2/wav_arrayMic/0016.wav,MC01,that,vat
TORGO/MC01/Session2/wav_arrayMic/0050.wav,MC01,blow,blow
TORGO/MC01/Session2/wav_arrayMic/0078.wav,MC01,meet,neat
TORGO/MC01/Session2/wav_arrayMic/0080.wav,MC01,ah,up
TORGO/MC01/Session2/wav_arrayMic/0259.wav,MC01,shot,shot
TORGO/MC01/Session2/wav_arrayMic/0121.wav,MC01,x ray,xray
TORGO/MC01/Session2/wav_arrayMic/0106.wav,MC01,each one volunteered to jump first,each one volunteered to jump first
TORGO/MC01/Session2/wav_arrayMic/0063.wav,MC01,sink,sink
TORGO/MC01/Session2/wav_arrayMic/0232.wav,MC01,in,in
TORGO/MC01/Session2/wav_arrayMic/0321.wav,MC01,shed,shed
TORGO/MC01/Session2/wav_arrayMic/0293.wav,MC01,the four brothers looked identical,the four brothers looked identical
TORGO/MC01/Session2/wav_arrayMic/0026.wav,MC01,brought,brought
TORGO/MC01/Session2/wav_arrayMic/0250.wav,MC01,much,much
TORGO/MC01/Session2/wav_arrayMic/0322.wav,MC01,port,pork
TORGO/MC01/Session2/wav_arrayMic/0057.wav,MC01,the owners regularly look for plumbing leaks,the owners regularly look for plumbing leaks
TORGO/MC01/Session2/wav_arrayMic/0249.wav,MC01,rake,rake
TORGO/MC01/Session2/wav_arrayMic/0141.wav,MC01,romeo,romeo
TORGO/MC01/Session2/wav_arrayMic/0122.wav,MC01,although always alone we survive,although always alone we survive
TORGO/MC01/Session2/wav_arrayMic/0114.wav,MC01,which,witch
TORGO/MC01/Session2/wav_arrayMic/0073.wav,MC01,and,a
TORGO/MC01/Session2/wav_arrayMic/0079.wav,MC01,we have an excellent team,we have an excellent team
TORGO/MC01/Session2/wav_arrayMic/0001.wav,MC01,echo,echo
TORGO/MC01/Session2/wav_arrayMic/0116.wav,MC01,endoftext,in
TORGO/MC01/Session2/wav_arrayMic/0195.wav,MC01,coconut cream pie makes a nice dessert,coconut cream pie makes a nice dessert
TORGO/MC01/Session2/wav_arrayMic/0353.wav,MC01,meet,meat
TORGO/MC01/Session2/wav_arrayMic/0220.wav,MC01,boot,boot
TORGO/MC01/Session2/wav_arrayMic/0200.wav,MC01,ride,ride
TORGO/MC01/Session2/wav_arrayMic/0296.wav,MC01,cork,cork
TORGO/MC01/Session2/wav_arrayMic/0341.wav,MC01,those people are much quicker than i am,those people are much quicker than i am
TORGO/MC01/Session2/wav_arrayMic/0350.wav,MC01,her dark hair is combed casually,her dark hair is combed casually
TORGO/MC01/Session2/wav_arrayMic/0187.wav,MC01,beat,beat
TORGO/MC01/Session2/wav_arrayMic/0307.wav,MC01,the little girls cut lacey valentine's,the little girls cut lacy valentines
TORGO/MC01/Session2/wav_arrayMic/0149.wav,MC01,nice,nice
TORGO/MC01/Session2/wav_arrayMic/0108.wav,MC01,sitter,sitter
TORGO/MC01/Session2/wav_arrayMic/0275.wav,MC01,biblical scholars argue history,biblical scholars argue history
TORGO/MC01/Session2/wav_arrayMic/0188.wav,MC01,lake,lake
TORGO/MC01/Session2/wav_arrayMic/0208.wav,MC01,bill,dill
TORGO/MC01/Session2/wav_arrayMic/0049.wav,MC01,pet,pit
TORGO/MC01/Session2/wav_arrayMic/0280.wav,MC01,short,short
TORGO/MC01/Session2/wav_arrayMic/0099.wav,MC01,luth,meat
TORGO/MC01/Session2/wav_arrayMic/0052.wav,MC01,students watched as he got out,students watched as he got out
TORGO/MC01/Session2/wav_arrayMic/0072.wav,MC01,hand,hand
TORGO/MC01/Session2/wav_arrayMic/0349.wav,MC01,five,five
TORGO/MC01/Session2/wav_arrayMic/0097.wav,MC01,get a calico cat to keep,get a calico cat to keep
TORGO/MC01/Session2/wav_arrayMic/0098.wav,MC01,beg that guard for one gallon of gas,beg that guard for one gallon of gas
TORGO/MC01/Session2/wav_arrayMic/0094.wav,MC01,down,down
TORGO/MC01/Session2/wav_arrayMic/0027.wav,MC01,juliette,juliet
TORGO/MC01/Session2/wav_arrayMic/0311.wav,MC01,stake,steak
TORGO/MC01/Session2/wav_arrayMic/0314.wav,MC01,send,sin
TORGO/MC01/Session2/wav_arrayMic/0171.wav,MC01,did dad do academic bidding,did dad do academic bidding
TORGO/MC01/Session2/wav_arrayMic/0074.wav,MC01,tread,tread
TORGO/MC01/Session2/wav_arrayMic/0156.wav,MC01,nobody really expects to evacuate,nobody really expects to evacuate
TORGO/MC01/Session2/wav_arrayMic/0148.wav,MC01,white capped waves covered the entire bay,whitecapped waves covered the entire bay
TORGO/MC01/Session2/wav_arrayMic/0162.wav,MC01,right,right
TORGO/MC01/Session2/wav_arrayMic/0136.wav,MC01,spit,spit
TORGO/MC01/Session2/wav_arrayMic/0224.wav,MC01,blend,blend
TORGO/MC01/Session2/wav_arrayMic/0058.wav,MC01,nest,nest
TORGO/MC01/Session2/wav_arrayMic/0124.wav,MC01,fork,fork
TORGO/MC01/Session2/wav_arrayMic/0263.wav,MC01,bread,bread
TORGO/MC01/Session2/wav_arrayMic/0246.wav,MC01,oh okay,old
TORGO/MC01/Session2/wav_arrayMic/0159.wav,MC01,dice,dice
TORGO/MC01/Session2/wav_arrayMic/0276.wav,MC01,the results were very disappointing,the results were very disappointing
TORGO/MC01/Session2/wav_arrayMic/0302.wav,MC01,stretch,stretch
TORGO/MC01/Session2/wav_arrayMic/0120.wav,MC01,zip,zip
TORGO/MC01/Session2/wav_arrayMic/0292.wav,MC01,rent,lend
TORGO/MC01/Session2/wav_arrayMic/0358.wav,MC01,so if anybody solicits by phone make sure you mail the dough to the above,so if anybody solicits by phone make sure you mail the dough to the above
TORGO/MC01/Session2/wav_arrayMic/0109.wav,MC01,he near he really crucified him he nailed it for a yard loss,he really crucified him he nailed it for a yard loss
TORGO/MC01/Session2/wav_arrayMic/0247.wav,MC01,site,sight
TORGO/MC01/Session2/wav_arrayMic/0104.wav,MC01,ted,dead
